data_file,variable,label,type
F13 CS_S9D1_Direct_Support,s9d1q4,Money received from VUP-DS in past 12 months,contin
F13 CS_S9D1_Direct_Support,s9d1q5,Way direct support payment received,discrete
F13 CS_S9D1_Direct_Support,s9d1q6,Activity direct support benefit used for,discrete
F13 CS_S9D1_Direct_Support,s9d1q6_A,Used for: buy food,discrete
F13 CS_S9D1_Direct_Support,s9d1q6_B,Used for: buy cloth,discrete
F13 CS_S9D1_Direct_Support,s9d1q6_C,Used for: buy home utensils,discrete
F13 CS_S9D1_Direct_Support,s9d1q6_D,Used for: buy durable asset,discrete
F13 CS_S9D1_Direct_Support,s9d1q6_E,Used for: pay education/school fees,discrete
F13 CS_S9D1_Direct_Support,s9d1q6_F,Used for: pay health/medical expenses,discrete
F13 CS_S9D1_Direct_Support,s9d1q6_G,Used for: buy animals,discrete
F13 CS_S9D1_Direct_Support,s9d1q6_H,Used for: invest in farming,discrete
F13 CS_S9D1_Direct_Support,s9d1q6_I,Used for: invest in business/IGA,discrete
F13 CS_S9D1_Direct_Support,s9d1q6_J,Used for: improve dwelling,discrete
F13 CS_S9D1_Direct_Support,s9d1q6_K,Used for: savings in SACCO/VSLA/Tontine,discrete
F13 CS_S9D1_Direct_Support,s9d1q6_L,Used for: saving in Ejo Heza,discrete
F13 CS_S9D1_Direct_Support,s9d1q6_M,Used for: other,discrete
F13 CS_S9D1_Direct_Support,s9d1q7,Received DS entitlement for all months since joining,discrete
F13 CS_S9D1_Direct_Support,s9d1q8a,Delayed days of first-last payment,contin
F13 CS_S9D1_Direct_Support,s9d1q8b,Delayed days of second-last payment,contin
F13 CS_S9D1_Direct_Support,s9d1q8c,Delayed days of third-last payment,contin
F13 CS_S9D1_Direct_Support,strata_id,Strata id,contin
F13 CS_S9D1_Direct_Support,weight,Household Weight,contin
F13 CS_S9D1_Direct_Support,quintile,Quintiles of real consumption per ae,discrete
F13 CS_S9D1_Direct_Support,pov_jan,Total Poverty Headcount Ratio,discrete
F13 CS_S9D1_Direct_Support,poverty,Welfare Categories,discrete
F13 CS_S9D1_Direct_Support,epov_jan,Extreme Poverty Headcount Ratio,discrete
F14 CS_S9D2_Classic_Public_Work,hhid,Household Identification,contin
F14 CS_S9D2_Classic_Public_Work,clust,Clust,contin
F14 CS_S9D2_Classic_Public_Work,province,Province,discrete
F14 CS_S9D2_Classic_Public_Work,district,District,discrete
F14 CS_S9D2_Classic_Public_Work,ur,Residence area,discrete
F14 CS_S9D2_Classic_Public_Work,pid,HH member ID,discrete
F14 CS_S9D2_Classic_Public_Work,s9d1q1,Beneficiary of VUP (any component),discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q1,Beneficiary of classic public work,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q2m,Join classic public work / Month,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q2y,Join classic public work / Year,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q3,Months participated in cPW over last 12 months,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q4,Daily wage,contin
F14 CS_S9D2_Classic_Public_Work,s9d2q5,Way cPW payment received to beneficiary,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6,Way of receiving cPW payment,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6_A,Used for: buy food,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6_B,Used for: buy cloth,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6_C,Used for: buy home utensils,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6_D,Used for: buy durable asset,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6_E,Used for: pay education/school fees,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6_F,Used for: pay health/medical expenses,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6_G,Used for: buy animals,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6_H,Used for: invest in farming,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6_I,Used for: invest in business/IGA,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6_J,Used for: improve dwelling,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6_K,Used for: savings in SACCO/VSLA/Tontine,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6_L,Used for: saving in Ejo Heza,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q6_M,Used for: other,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q7a,Delayed days of first-last payment,contin
F14 CS_S9D2_Classic_Public_Work,s9d2q7b,Delayed days of second-last payment,contin
F14 CS_S9D2_Classic_Public_Work,s9d2q7c,Delayed days of third-last payment,contin
F14 CS_S9D2_Classic_Public_Work,s9d2q8,Received payment for all work last 12 months,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q9,When last public works payment received,discrete
F14 CS_S9D2_Classic_Public_Work,s9d2q10,Amount received in last cPW payment,contin
F14 CS_S9D2_Classic_Public_Work,s9d2q11,Total cPW payments received last 12 months,contin
F14 CS_S9D2_Classic_Public_Work,strata_id,Strata id,contin
F14 CS_S9D2_Classic_Public_Work,weight,Household Weight,contin
F14 CS_S9D2_Classic_Public_Work,quintile,Quintiles of real consumption per ae,discrete
F14 CS_S9D2_Classic_Public_Work,pov_jan,Total Poverty Headcount Ratio,discrete
F14 CS_S9D2_Classic_Public_Work,poverty,Welfare Categories,discrete
F14 CS_S9D2_Classic_Public_Work,epov_jan,Extreme Poverty Headcount Ratio,discrete
F15 CS_S9D3_Expanded_Public_Work,hhid,Household Identification,contin
F15 CS_S9D3_Expanded_Public_Work,clust,Clust,contin
F15 CS_S9D3_Expanded_Public_Work,province,Province,discrete
F15 CS_S9D3_Expanded_Public_Work,district,District,discrete
F15 CS_S9D3_Expanded_Public_Work,ur,Residence area,discrete
F15 CS_S9D3_Expanded_Public_Work,pid,HH member ID,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d1q1,Beneficiary of VUP (any component),discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q1,Beneficiary of expanded public work,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q2,Component of ePW beneficiary working on,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q2m,Join ePW / Month,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q2y,Join ePW / Year,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q3,Months participated in ePW last 12 months,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q4,Mode of getting ePW payment,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5,Activity ePW benefit used for last 12 months,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5_A,Used for: buy food,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5_B,Used for: buy cloth,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5_C,Used for: buy home utensils,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5_D,Used for: buy durable asset,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5_E,Used for: pay education/school fees,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5_F,Used for: pay health/medical expenses,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5_G,Used for: buy animals,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5_H,Used for: invest in farming,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5_I,Used for: invest in business/IGA,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5_J,Used for: improve dwelling,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5_K,Used for: savings in SACCO/VSLA/Tontine,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5_L,Used for: saving in Ejo Heza,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q5_M,Used for: other,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q6a,Delayed days of first-last payment,contin
F15 CS_S9D3_Expanded_Public_Work,s9d3q6b,Delayed days of second-last payment,contin
F15 CS_S9D3_Expanded_Public_Work,s9d3q6c,Delayed days of third-last payment,contin
F15 CS_S9D3_Expanded_Public_Work,s9d3q7,Received payment for all ePW work last 12 months,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q8,Month of last ePW payment received,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q9,Entitlement for all months since enrollment,discrete
F15 CS_S9D3_Expanded_Public_Work,s9d3q10,Total amount received from ePW last 12 months,contin
F15 CS_S9D3_Expanded_Public_Work,s9d3q11,Monthly wage in last ePW participation,contin
F15 CS_S9D3_Expanded_Public_Work,strata_id,Strata id,contin
F15 CS_S9D3_Expanded_Public_Work,weight,Household Weight,contin
F15 CS_S9D3_Expanded_Public_Work,quintile,Quintiles of real consumption per ae,discrete
F15 CS_S9D3_Expanded_Public_Work,pov_jan,Total Poverty Headcount Ratio,discrete
F15 CS_S9D3_Expanded_Public_Work,poverty,Welfare Categories,discrete
F15 CS_S9D3_Expanded_Public_Work,epov_jan,Extreme Poverty Headcount Ratio,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),hhid,Household Identification,contin
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),clust,Clust,contin
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),province,Province,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),district,District,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),ur,Residence area,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),pid,HH member ID,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d1q1,Beneficiary of VUP (any component),discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q1,Household has any NSDS beneficiary,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q1aa_y,Join NSDS / Year,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q1aa_m,Join NSDS / Month,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q2,Status while enrolled in NSDS,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q3,Number of ANC visits (pregnant while enrolled),discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q4,Number of PNC visits (child 0-6 weeks),discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q5,Height-for-age measurement visits attended,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6,Activity NSDS benefit used for last 12 months,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6_A,Used for: buy food,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6_B,Used for: buy cloth,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6_C,Used for: buy home utensils,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6_D,Used for: buy durable asset,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6_E,Used for: pay education/school fees,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6_F,Used for: pay health/medical expenses,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6_G,Used for: buy animals,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6_H,Used for: invest in farming,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6_I,Used for: invest in business/IGA,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6_J,Used for: improve dwelling,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6_K,Used for: savings in SACCO/VSLA/Tontine,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6_L,Used for: saving in Ejo Heza,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q6_M,Used for: other,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q7,Quarters household received NSDS last 12 months,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q8,Amount from NSDS in first quarter,contin
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q9a,Delayed days of first-last payment,contin
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q9b,Delayed days of second-last payment,contin
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q9c,Delayed days of third-last payment,contin
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q10,Mode of receiving NSDS payment,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q11,HH member ID,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d1q2,Beneficiary of direct support,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q8a,Amount from NSDS in first quarter,contin
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q8b,Amount from NSDS in second quarter,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q8c,Amount from NSDS in third quarter,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),s9d4q8d,Amount from NSDS in fourth quarter,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),strata_id,Strata id,contin
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),weight,Household Weight,contin
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),quintile,Quintiles of real consumption per ae,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),pov_jan,Total Poverty Headcount Ratio,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),poverty,Welfare Categories,discrete
F16 CS_S9D4_NSDS (Nutrition-Sensitive Direct Support),epov_jan,Extreme Poverty Headcount Ratio,discrete
F17 CS_S9D5_Financial_Services,hhid,Household Identification,contin
F17 CS_S9D5_Financial_Services,clust,Clust,contin
F17 CS_S9D5_Financial_Services,province,Province,discrete
F17 CS_S9D5_Financial_Services,district,District,discrete
F17 CS_S9D5_Financial_Services,ur,Residence area,discrete
F17 CS_S9D5_Financial_Services,pid,ID HH member,discrete
F17 CS_S9D5_Financial_Services,s9d1q1,Beneficiary of VUP (any component),discrete
F17 CS_S9D5_Financial_Services,s9d5q1,Household ever applied for FS loan,discrete
F17 CS_S9D5_Financial_Services,s9d5q2m,Joined financial component / Month,discrete
F17 CS_S9D5_Financial_Services,s9d5q2y,Joined financial component / Year,discrete
F17 CS_S9D5_Financial_Services,s9d5q2,Approved financial services loan,discrete
F17 CS_S9D5_Financial_Services,s9d5q3,Total amount received as requested,discrete
F17 CS_S9D5_Financial_Services,s9d5q4,Total amount of loan received,contin
F17 CS_S9D5_Financial_Services,s9d5q5,Type of financial services loan,discrete
F17 CS_S9D5_Financial_Services,s9d5q6,Main project activity originally planned for loan,discrete
F17 CS_S9D5_Financial_Services,s9d5q7,Main project activity originally planned for loan (2),discrete
F17 CS_S9D5_Financial_Services,s9d1q2,Beneficiary of direct support,discrete
F17 CS_S9D5_Financial_Services,strata_id,Strata id,contin
F17 CS_S9D5_Financial_Services,weight,Household Weight,contin
F17 CS_S9D5_Financial_Services,quintile,Quintiles of real consumption per ae,discrete
F17 CS_S9D5_Financial_Services,pov_jan,Total Poverty Headcount Ratio,discrete
F17 CS_S9D5_Financial_Services,poverty,Welfare Categories,discrete
F17 CS_S9D5_Financial_Services,epov_jan,Extreme Poverty Headcount Ratio,discrete
F18 CS_S9E_other_income,hhid,Household Identification,contin
F18 CS_S9E_other_income,clust,Clust,contin
F18 CS_S9E_other_income,province,Province,discrete
F18 CS_S9E_other_income,district,District,discrete
F18 CS_S9E_other_income,ur,Residence area,discrete
F18 CS_S9E_other_income,s9eq1,Item code,discrete
F18 CS_S9E_other_income,s9eq2,Household received any of the following last 12 months,discrete
F18 CS_S9E_other_income,s9eq3,Amount received last 4 weeks,contin
F18 CS_S9E_other_income,s9eq4,Amount received last 12 months,contin
F18 CS_S9E_other_income,strata_id,Strata id,contin
F18 CS_S9E_other_income,weight,Household Weight,contin
F18 CS_S9E_other_income,quintile,Quintiles of real consumption per ae,discrete
F18 CS_S9E_other_income,pov_jan,Total Poverty Headcount Ratio,discrete
F18 CS_S9E_other_income,poverty,Welfare Categories,discrete
F18 CS_S9E_other_income,epov_jan,Extreme Poverty Headcount Ratio,discrete
F19 CS_S10A1_A2_credits,hhid,Household Identification,contin
F19 CS_S10A1_A2_credits,clust,Clust,contin
F19 CS_S10A1_A2_credits,province,Province,discrete
F19 CS_S10A1_A2_credits,district,District,discrete
F19 CS_S10A1_A2_credits,ur,Residence area,discrete
F19 CS_S10A1_A2_credits,pid,Loan recipient ID number,discrete
F19 CS_S10A1_A2_credits,s10aq1,Household member tried to obtain a loan,discrete
F19 CS_S10A1_A2_credits,s10aq2,Main reason loan was denied,discrete
F19 CS_S10A1_A2_credits,s10aq3,Household members owe money,discrete
F19 CS_S10A1_A2_credits,s10aq4,Loan ID number,discrete
F19 CS_S10A1_A2_credits,s10aq6,Loan source,discrete
F19 CS_S10A1_A2_credits,s10aq7,Main purpose of loan,discrete
F19 CS_S10A1_A2_credits,s10aq8,Property required to secure the loan,discrete
F19 CS_S10A1_A2_credits,s10aq9,Loan repaid partially or completely,discrete
F19 CS_S10A1_A2_credits,strata_id,Strata id,contin
F19 CS_S10A1_A2_credits,weight,Household Weight,contin
F19 CS_S10A1_A2_credits,quintile,Quintiles of real consumption per ae,discrete
F19 CS_S10A1_A2_credits,pov_jan,Total Poverty Headcount Ratio,discrete
F19 CS_S10A1_A2_credits,poverty,Welfare Categories,discrete
F19 CS_S10A1_A2_credits,epov_jan,Extreme Poverty Headcount Ratio,discrete
F20 CS_S10B_durables,hhid,Household Identification,contin
F20 CS_S10B_durables,clust,Clust,contin
F20 CS_S10B_durables,province,Province,discrete
F20 CS_S10B_durables,district,District,discrete
F20 CS_S10B_durables,ur,Residence area,discrete
F20 CS_S10B_durables,s10bq0,Item code,discrete
F20 CS_S10B_durables,s10bq1,COICOP,discrete
F20 CS_S10B_durables,s10bq2,How many household owns,discrete
F20 CS_S10B_durables,s10bq3,Status when purchased,discrete
F20 CS_S10B_durables,s10bq4,Article 1 purchase year,contin
F20 CS_S10B_durables,s10bq5a,Article 1 current value,contin
F20 CS_S10B_durables,s10bq5b,Article 2 current value,contin
F20 CS_S10B_durables,s10bq5c,Article 3 current value,contin
F20 CS_S10B_durables,strata_id,Strata id,contin
F20 CS_S10B_durables,weight,Household Weight,contin
F20 CS_S10B_durables,epov_jan,Extreme Poverty,discrete
F20 CS_S10B_durables,pov_jan,Poverty Rate,discrete
F20 CS_S10B_durables,poverty,Welfare Categories,discrete
F20 CS_S10B_durables,quintile,Quintiles of real consumption per ae,discrete
F21 CS_S10C_Savings,hhid,Household Identification,contin
F21 CS_S10C_Savings,clust,Clust,contin
F21 CS_S10C_Savings,province,Province,discrete
F21 CS_S10C_Savings,district,District,discrete
F21 CS_S10C_Savings,ur,Residence area,discrete
F21 CS_S10C_Savings,pid,ID number of person saving,discrete
F21 CS_S10C_Savings,s10cq1,Ownership of account (FI/momo/tontine),discrete
F21 CS_S10C_Savings,s10cq3,ID number of account,contin
F21 CS_S10C_Savings,s10cq4,Person has account (bank/momo),discrete
F21 CS_S10C_Savings,s10cq5,Institution the person banks with,discrete
F21 CS_S10C_Savings,s10cq6,Type of account owned,discrete
F21 CS_S10C_Savings,s10cq7,Account generates interest,discrete
F21 CS_S10C_Savings,s10cq8,Person participates in a tontine,discrete
F21 CS_S10C_Savings,strata_id,Strata id,contin
F21 CS_S10C_Savings,weight,Household Weight,contin
F21 CS_S10C_Savings,quintile,Quintiles of real consumption per ae,discrete
F21 CS_S10C_Savings,pov_jan,Total Poverty Headcount Ratio,discrete
F21 CS_S10C_Savings,poverty,Welfare Categories,discrete
F21 CS_S10C_Savings,epov_jan,Extreme Poverty Headcount Ratio,discrete
