scope,wave,native,clean_name,clean_label,native_label
pooled:CFSVA_pooled_household.dta,2012,act01,cfsva_agriculture_2012,CFSVA 2012: Agriculture production,Agriculture production
pooled:CFSVA_pooled_household.dta,2012,act02,cfsva_agriculture_work_2012,CFSVA 2012: Agriculture work,agriculture work
pooled:CFSVA_pooled_household.dta,2012,act03,cfsva_livestock_raising_2012,CFSVA 2012: Livestock raising,livestock raising
pooled:CFSVA_pooled_household.dta,2012,act04,cfsva_fishing_hunting_2012,CFSVA 2012: Fishing hunting,fishing hunting
pooled:CFSVA_pooled_household.dta,2012,act05,cfsva_ps_products_fishing_2012,CFSVA 2012: PS products from fishing and farming,PS products from fishing and farming
pooled:CFSVA_pooled_household.dta,2012,act06,cfsva_unskilled_daily_2012,CFSVA 2012: Unskilled daily labour,unskilled daily labour
pooled:CFSVA_pooled_household.dta,2012,act07,cfsva_skilled_labour_2012,CFSVA 2012: Skilled labour,skilled labour
pooled:CFSVA_pooled_household.dta,2012,act08,cfsva_ps_agriculture_2012,CFSVA 2012: PS agriculture products,PS agriculture products
pooled:CFSVA_pooled_household.dta,2012,act09,cfsva_ps_livestocks_2012,CFSVA 2012: PS livestocks products,PS livestocks products
pooled:CFSVA_pooled_household.dta,2012,act10,cfsva_ps_livestocks_2012_act10,CFSVA 2012: PS livestocks,PS livestocks
pooled:CFSVA_pooled_household.dta,2012,act11,cfsva_informal_sale_petty_2012,CFSVA 2012: Informal sale petty trade,informal sale petty trade
pooled:CFSVA_pooled_household.dta,2012,act12,cfsva_handicrafts_2012,CFSVA 2012: Handicrafts,handicrafts
pooled:CFSVA_pooled_household.dta,2012,act13,cfsva_transport_2012,CFSVA 2012: Transport,transport
pooled:CFSVA_pooled_household.dta,2012,act14,cfsva_salaried_pension_2012,CFSVA 2012: Salaried pension,salaried pension
pooled:CFSVA_pooled_household.dta,2012,act15,cfsva_own_business_2012,CFSVA 2012: Own business,own business
pooled:CFSVA_pooled_household.dta,2012,act16,cfsva_vup_public_works_2012,CFSVA 2012: VUP public works,VUP public works
pooled:CFSVA_pooled_household.dta,2012,act17,cfsva_vup_direct_transfer_2012,CFSVA 2012: VUP direct transfer,VUP direct transfer
pooled:CFSVA_pooled_household.dta,2012,act18,cfsva_remittances_2012,CFSVA 2012: Remittances,remittances
pooled:CFSVA_pooled_household.dta,2012,act19,cfsva_begging_2012,CFSVA 2012: Begging,begging
pooled:CFSVA_pooled_household.dta,2012,act20,cfsva_others_2012,CFSVA 2012: Others,others
pooled:CFSVA_pooled_household.dta,2024,active_and_work,cfsva_total_active_working,CFSVA 2024: Total Active and Working members,Total Active and Working members
pooled:CFSVA_pooled_household.dta,2024,active_and_work_and_contribute,cfsva_active_working,CFSVA 2024: Total active and Working and contributing to HH basket,Total active and Working and contributing to HH basket
pooled:CFSVA_pooled_household.dta,2024,active_members,cfsva_active_years_don_t,CFSVA 2024: Total active members(15-65 years who don't have disability),Total active members(15-65 years who don't have disability)
pooled:CFSVA_pooled_household.dta,2012,activity1,cfsva_unlabelled_activity1,CFSVA 2012: Unlabelled column activity1 as shipped by NISR,
pooled:CFSVA_pooled_household.dta,2012,activity1_value,cfsva_unlabelled_column_value,CFSVA 2012: Unlabelled column activity1_value as shipped by NISR,
pooled:CFSVA_pooled_household.dta,2012,activity2,cfsva_unlabelled_activity2,CFSVA 2012: Unlabelled column activity2 as shipped by NISR,
pooled:CFSVA_pooled_household.dta,2012,activity2_value,cfsva_unlabelled_activity2v,CFSVA 2012: Unlabelled column activity2_value as shipped by NISR,
pooled:CFSVA_pooled_household.dta,2012,activity3,cfsva_unlabelled_activity3,CFSVA 2012: Unlabelled column activity3 as shipped by NISR,
pooled:CFSVA_pooled_household.dta,2012,activity3_value,cfsva_unlabelled_activity3v,CFSVA 2012: Unlabelled column activity3_value as shipped by NISR,
pooled:CFSVA_pooled_household.dta,2012,acute_fa,cfsva_hh_acute_difficulties,CFSVA 2012: Household had acute difficulties in accessing food in the year,Household had acute difficulties in accessing food in the year
pooled:CFSVA_pooled_household.dta,2012,ag_assitance,cfsva_agriculture_livestock,CFSVA 2012: Agriculture and/or livestock,Agriculture and/or livestock
pooled:CFSVA_pooled_household.dta,2018,age_headhh,cfsva_hh_head_age_category,CFSVA 2018: Household head's age (category),Household head's age (category)
pooled:CFSVA_pooled_household.dta,2012,agri_work,cfsva_agriculture_work_agriwork,CFSVA 2012: Agriculture work,agriculture work
pooled:CFSVA_pooled_household.dta,2012,agriculture,cfsva_agriculture_agricultur,CFSVA 2012: Agriculture production,Agriculture production
pooled:CFSVA_pooled_household.dta,2015,agriculture_assisstance,cfsva_agri_assistance_months,CFSVA 2015: Agricultural assistance (during last the 12 months),Agricultural assistance (during last the 12 months)
pooled:CFSVA_pooled_household.dta,2012,agro_climat,cfsva_agro_climatic_zones,CFSVA 2012: Agro-Climatic Zones,Agro-Climatic Zones
pooled:CFSVA_pooled_household.dta,2006,alc,cfsva_alcohol_monthly_total,CFSVA 2006: Alcohol Monthly total,alcohol Monthly total
pooled:CFSVA_pooled_household.dta,2018,all_sample,cfsva_rwanda_2018,CFSVA 2018: Rwanda,Rwanda
pooled:CFSVA_pooled_household.dta,2012,all_sources,cfsva_sources_total,CFSVA 2012: All sources (total),ALL SOURCES (total)
pooled:CFSVA_pooled_household.dta,"2018,2021,2024",an_hh_exp,cfsva_annual_hh_expenditures,CFSVA 2018-2024: Annual household expenditures,Annual household expenditures
pooled:CFSVA_pooled_household.dta,2006,ancdist,cfsva_old_district,CFSVA 2006: Name of Old District,Name of Old District
pooled:CFSVA_pooled_household.dta,"2018,2021,2024",anpercap_exp,cfsva_annual_capita_expenditures,CFSVA 2018-2024: Annual per capita expenditures,Annual per capita expenditures
pooled:CFSVA_pooled_household.dta,2015,any_assistance,cfsva_assistance_excluding_2015,CFSVA 2015: Any assistance (excluding assistance from friends/relatives),Any assistance (excluding assistance from friends/relatives)
pooled:CFSVA_pooled_household.dta,2012,any_assistance_exclfriends,cfsva_assistance_exclfriends,CFSVA 2012: Any assistance (excluding friends and relatives),Any assistance (excluding friends and relatives)
pooled:CFSVA_pooled_household.dta,2015,any_food_assistance,cfsva_food_assistance_months,CFSVA 2015: Any food assistance (during last the 12 months),Any food assistance (during last the 12 months)
pooled:CFSVA_pooled_household.dta,2015,any_non_food_assistance,cfsva_non_food_assisatance_mo,CFSVA 2015: Any non-food assisatance (during last the 12 months),Any non-food assisatance (during last the 12 months)
pooled:CFSVA_pooled_household.dta,2012,apr_2011,cfsva_april_reported_difficult,CFSVA 2012: April 2011 reported as difficult for household food access,April 2011 reported as difficult for household food access
pooled:CFSVA_pooled_household.dta,2024,as10_05,cfsva_shocks_household_2024,CFSVA 2024: One of these shocks did your household consider the first most serve,AS10_05 Which one of these shocks did your household consider the 1st most serve
pooled:CFSVA_pooled_household.dta,2021,as10_05_v2,cfsva_shocks_household_2021,CFSVA 2021: One of these shocks did your household consider the first most,Which one of these shocks did your household consider the 1st most servere?
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_2,cfsva_as10c1_caused_reduction,CFSVA 2021-2024: Has $ AS10C1 caused a reduction or loss of income (in nature,AS10_05_2 Has [${AS10C1}] caused a reduction or loss of income (in nature or in
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_3,cfsva_as10c1_create_decrease,CFSVA 2021-2024: Did $ AS10C1 create a decrease or loss of assets or belongings?,AS10_05_3 Did [${AS10C1}] create a decrease or loss of assets or belongings?
pooled:CFSVA_pooled_household.dta,2024,as10_05_4,cfsva_period_year_shock_4_2024,CFSVA 2024: In which period of the year that shock manifested itse,AS10_05_4 Please indicate in which period of the year that shock manifested itse
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_v2,cfsva_period_year_shock_v2_2021,CFSVA 2021: In which period of the year that shock manifested itself,Please indicate in which period of the year that shock manifested itself?
pooled:CFSVA_pooled_household.dta,2024,as10_05_4_smt_1,cfsva_march_smt_1_2024,CFSVA 2024: March of 2024,AS10_05_4/March of 2024
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_smt_1_v2,cfsva_march_v2_2021,CFSVA 2021: March of 2021,March of 2021
pooled:CFSVA_pooled_household.dta,2024,as10_05_4_smt_10,cfsva_june_smt_10_2024,CFSVA 2024: June of 2023,AS10_05_4/June of 2023
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_smt_10_v2,cfsva_june_v2_2021,CFSVA 2021: June of 2020,June of 2020
pooled:CFSVA_pooled_household.dta,2024,as10_05_4_smt_11,cfsva_may_smt_11_2024,CFSVA 2024: May of 2023,AS10_05_4/May of 2023
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_smt_11_v2,cfsva_may_v2_2021,CFSVA 2021: May of 2020,May of 2020
pooled:CFSVA_pooled_household.dta,2024,as10_05_4_smt_12,cfsva_april_smt_12_2024,CFSVA 2024: April of 2023,AS10_05_4/April of 2023
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_smt_12_v2,cfsva_april_v2_2021,CFSVA 2021: April of 2020,April of 2020
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_smt_13,cfsva_march_smt_13,CFSVA 2021: March of 2020,March of 2020
pooled:CFSVA_pooled_household.dta,2024,as10_05_4_smt_2,cfsva_february_smt_2_2024,CFSVA 2024: February of 2024,AS10_05_4/February of 2024
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_smt_2_v2,cfsva_february_v2_2021,CFSVA 2021: February of 2021,February of 2021
pooled:CFSVA_pooled_household.dta,2024,as10_05_4_smt_3,cfsva_january_smt_3_2024,CFSVA 2024: January of 2024,AS10_05_4/January of 2024
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_smt_3_v2,cfsva_january_v2_2021,CFSVA 2021: January of 2021,January of 2021
pooled:CFSVA_pooled_household.dta,2024,as10_05_4_smt_4,cfsva_december_smt_4_2024,CFSVA 2024: December of 2023,AS10_05_4/December of 2023
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_smt_4_v2,cfsva_december_v2_2021,CFSVA 2021: December of 2020,December of 2020
pooled:CFSVA_pooled_household.dta,2024,as10_05_4_smt_5,cfsva_november_smt_5_2024,CFSVA 2024: November of 2023,AS10_05_4/November of 2023
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_smt_5_v2,cfsva_november_v2_2021,CFSVA 2021: November of 2020,November of 2020
pooled:CFSVA_pooled_household.dta,2024,as10_05_4_smt_6,cfsva_october_smt_6_2024,CFSVA 2024: October of 2023,AS10_05_4/October of 2023
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_smt_6_v2,cfsva_october_v2_2021,CFSVA 2021: October of 2020,October of 2020
pooled:CFSVA_pooled_household.dta,2024,as10_05_4_smt_7,cfsva_september_smt_7_2024,CFSVA 2024: September of 2023,AS10_05_4/September of 2023
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_smt_7_v2,cfsva_september_v2_2021,CFSVA 2021: September of 2020,September of 2020
pooled:CFSVA_pooled_household.dta,2024,as10_05_4_smt_8,cfsva_august_smt_8_2024,CFSVA 2024: August of 2023,AS10_05_4/August of 2023
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_smt_8_v2,cfsva_august_v2_2021,CFSVA 2021: August of 2020,August of 2020
pooled:CFSVA_pooled_household.dta,2024,as10_05_4_smt_9,cfsva_july_smt_9_2024,CFSVA 2024: July of 2023,AS10_05_4/July of 2023
pooled:CFSVA_pooled_household.dta,2021,as10_05_4_smt_9_v2,cfsva_july_v2_2021,CFSVA 2021: July of 2020,July of 2020
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_5,cfsva_household_recovered_5,CFSVA 2021-2024: Has the household recovered from those losses?,AS10_05_5 Has the household recovered from those losses?
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6,cfsva_hh_compensate_6,CFSVA 2021-2024: Household do to compensate for the consequencies of the s,AS10_05_6 What did the household do to compensate for the consequencies of the s
pooled:CFSVA_pooled_household.dta,2021,as10_05_6_2,cfsva_other_2,CFSVA 2021: Specify other,Specify other
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_1,cfsva_hh_eat_relatives_smt_1,CFSVA 2021-2024: Have household members eat at relatives' or neighbours',AS10_05_6/Have household members eat at relatives' or neighbours'
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_10,cfsva_increased_casual_smt_10,CFSVA 2021-2024: Increased casual labour,AS10_05_6/Increased casual labour
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_11,cfsva_migration_household_smt_11,CFSVA 2021-2024: Migration of one or more household members,AS10_05_6/Migration of one or more household members
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_12,cfsva_household_worked_smt_12,CFSVA 2021-2024: Some household members worked for food only,AS10_05_6/Some household members worked for food only
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_13,cfsva_savings_smt_13,CFSVA 2021-2024: Spent savings,AS10_05_6/Spent savings
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_14,cfsva_borrowed_money_smt_14,CFSVA 2021-2024: Borrowed money,AS10_05_6/Borrowed money
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_15,cfsva_sold_household_smt_15,CFSVA 2021-2024: Sold household assets,AS10_05_6/Sold household assets
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_16,cfsva_sold_productive_smt_16,CFSVA 2021-2024: Sold productive assets,AS10_05_6/Sold productive assets
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_17,cfsva_children_school_smt_17,CFSVA 2021-2024: Children taken out of school,AS10_05_6/Children taken out of school
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_18,cfsva_reduced_smt_18,CFSVA 2021-2024: Reduced expenditures on health an/or education,AS10_05_6/Reduced expenditures on health an/or education
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_19,cfsva_other_survival_smt_19,CFSVA 2021-2024: Other survival mechanism,AS10_05_6/Other survival mechanism
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_2,cfsva_reduced_adult_consum_smt_2,CFSVA 2021-2024: Reduced adult consumption so that children can eat,AS10_05_6/Reduced adult consumption so that children can eat
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_20,cfsva_reduced_consumed_smt_20,CFSVA 2021-2024: Reduced the consumed quantity,AS10_05_6/Reduced the consumed quantity
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_3,cfsva_fed_working_expense_smt_3,CFSVA 2021-2024: Fed working members at the expense of non working members,AS10_05_6/Fed working members at the expense of non working members
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_4,cfsva_reduce_meals_eaten_smt_4,CFSVA 2021-2024: Reduce number of meals eaten per day,AS10_05_6/Reduce number of meals eaten per day
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_5,cfsva_go_entire_day_eating_smt_5,CFSVA 2021-2024: Go entire day without eating,AS10_05_6/Go entire day without eating
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_6,cfsva_borrow_food_friends,CFSVA 2021-2024: Borrow food or rely on help from friends or relatives,AS10_05_6/Borrow food or rely on help from friends or relatives
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_7,cfsva_rely_less_expensive_smt_7,CFSVA 2021-2024: Rely on less expensive or less preferred foods,AS10_05_6/Rely on less expensive or less preferred foods
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_8,cfsva_purchase_borrow_food_smt_8,CFSVA 2021-2024: Purchase/borrow food on credit,AS10_05_6/Purchase/borrow food on credit
pooled:CFSVA_pooled_household.dta,"2021,2024",as10_05_6_smt_9,cfsva_consume_seed_stock_smt_9,CFSVA 2021-2024: Consume seed stock to be saved for next season,AS10_05_6/Consume seed stock to be saved for next season
pooled:CFSVA_pooled_household.dta,"2021,2024",as11_04_3,cfsva_provided_food_2021_2024,CFSVA 2021-2024: Provided Food for school children,AS11_04_3 Who provided Food for school children (eaten at school or take-home)
pooled:CFSVA_pooled_household.dta,2021,as11_04_3_2,cfsva_providers_food_school,CFSVA 2021: Specify other providers for Food for school children (eaten at,Specify other providers for Food for school children (eaten at school or take-ho
pooled:CFSVA_pooled_household.dta,2024,as11_04_3_smt_1,cfsva_government_smt_1_2024,CFSVA 2024: Government,AS11_04_3/Government
pooled:CFSVA_pooled_household.dta,2021,as11_04_3_smt_1_v2,cfsva_government_v2_2021,CFSVA 2021: Government,Government
pooled:CFSVA_pooled_household.dta,2024,as11_04_3_smt_2,cfsva_wfp_smt_2_2024,CFSVA 2024: WFP,AS11_04_3/WFP
pooled:CFSVA_pooled_household.dta,2021,as11_04_3_smt_2_v2,cfsva_wfp_v2_2021,CFSVA 2021: WFP,WFP
pooled:CFSVA_pooled_household.dta,"2021,2024",as11_04_3_smt_3,cfsva_other_un_agency_smt_3,CFSVA 2021-2024: Other UN agency,AS11_04_3/Other UN agency
pooled:CFSVA_pooled_household.dta,2024,as11_04_3_smt_4,cfsva_ngo_smt_4_2024,CFSVA 2024: NGO,AS11_04_3/NGO
pooled:CFSVA_pooled_household.dta,2021,as11_04_3_smt_4_v2,cfsva_ngo_v2_2021,CFSVA 2021: NGO,NGO
pooled:CFSVA_pooled_household.dta,"2021,2024",as11_04_3_smt_5,cfsva_church_mosque_smt_5,CFSVA 2021-2024: Church/Mosque,AS11_04_3/Church/Mosque
pooled:CFSVA_pooled_household.dta,2024,as11_04_3_smt_6,cfsva_community_smt_6_2024,CFSVA 2024: Community,AS11_04_3/Community
pooled:CFSVA_pooled_household.dta,2021,as11_04_3_smt_6_v2,cfsva_community_v2_2021,CFSVA 2021: Community,Community
pooled:CFSVA_pooled_household.dta,"2021,2024",as11_04_3_smt_7,cfsva_relative_friend_smt_7,CFSVA 2021-2024: Relative(s) /Friend(s),AS11_04_3/Relative(s) /Friend(s)
pooled:CFSVA_pooled_household.dta,2024,as11_04_3_smt_8,cfsva_other_smt_8_2024,CFSVA 2024: Other,AS11_04_3/Other
pooled:CFSVA_pooled_household.dta,2021,as11_04_3_smt_8_v2,cfsva_other_v2_2021,CFSVA 2021: Other,Other
pooled:CFSVA_pooled_household.dta,"2021,2024",as11_04_3_smt_88,cfsva_don_t_know_smt_88,CFSVA 2021-2024: Don't know,AS11_04_3/Don't know
pooled:CFSVA_pooled_household.dta,2024,as11_04_3_smt_9,cfsva_parent_contribution_smt_9,CFSVA 2024: Parent contribution,AS11_04_3/Parent contribution
pooled:CFSVA_pooled_household.dta,2018,as11_05,cfsva_shocks_household_first,CFSVA 2018: One of these shocks did your household consider the first most,Which one of these shocks did your household consider the 1st most servere?
pooled:CFSVA_pooled_household.dta,2018,as11_05_2,cfsva_shock_caused_cash,CFSVA 2018: Has shock name caused a reduction or loss of income,Has [shock name] caused a reduction or loss of income (in nature or in cash)?
pooled:CFSVA_pooled_household.dta,2018,as11_05_3,cfsva_shock_create_decrease_3,CFSVA 2018: Did Shock name create a decrease or loss of assets or belongings?,Did [Shock name] create a decrease or loss of assets or belongings?
pooled:CFSVA_pooled_household.dta,2018,as11_05_5,cfsva_household_as11055,CFSVA 2018: Has the household recovered from those losses?,Has the household recovered from those losses?
pooled:CFSVA_pooled_household.dta,"2021,2024",as11_07_3,cfsva_provided_access_lvstk,CFSVA 2021-2024: Provided Access to credit/loans for agricultural/livestock,AS11_07_3 Who provided Access to credit/loans for agricultural/livestock related
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_10,cfsva_provided_fish_response,CFSVA 2021: Was the provided Fish ponds in response to the impact of Covid-19,Was the provided Fish ponds in response to the impact of Covid-19 pandemic?
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_11,cfsva_provided_veterinary,CFSVA 2021: Was the provided Veterinary services in response to the impact of,Was the provided Veterinary services in response to the impact of Covid-19 pande
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_12,cfsva_provided_educ_response,CFSVA 2021: Was the provided For education in response to the impact,Was the provided For education (e.g. school materials) in response to the impact
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_13,cfsva_provided_direct_response,CFSVA 2021: Was the provided Direct transfers in response to the impact of,Was the provided Direct transfers (other than VUP) in response to the impact of
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_14,cfsva_provided_medical_response,CFSVA 2021: Was the provided medical services in response to t,Was the provided medical services (including mutuelle de sante) in response to t
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_15,cfsva_provided_construction_15,CFSVA 2021: Was the provided Construction/building materials in response to the,Was the provided Construction/building materials in response to the impact of Co
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_16,cfsva_provided_water_response,CFSVA 2021: Was the provided Water and/or sanitation in response to the impact,Was the provided Water and/or sanitation in response to the impact of Covid-19 p
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_17,cfsva_provided_response_impact,CFSVA 2021: Was the provided Other non food assistance in response to the,Was the provided Other non food assistance in response to the impact of Covid-19
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_2,cfsva_providers_provided,CFSVA 2021: What other providers provided the assistance you received,Please specify what other providers provided the assistance you received?
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_4,cfsva_provided_access_as110734,CFSVA 2021: Was the provided Access to credit/loans for agricultural/livestock,Was the provided Access to credit/loans for agricultural/livestock related activ
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_5,cfsva_provided_access_non_lvstk,CFSVA 2021: Was the provided Access to credit/loans for Other NON,Was the provided Access to credit/loans for Other NON agricultural/livestock rel
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_6,cfsva_provided_agri_input_6,CFSVA 2021: Was the provided Agricultural input assistance,"Was the provided Agricultural input assistance (tools, seeds, fertilizer, etc.)"
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_7,cfsva_provided_training_agri,CFSVA 2021: Was the provided Training and technical assistance in improved,Was the provided Training and technical assistance in improved agricultural/live
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_8,cfsva_provided_large_response,CFSVA 2021: Was the provided Large Livestock in response to the impact of,Was the provided Large Livestock (eg. Cow) in response to the impact of Covid-19
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_9,cfsva_provided_small_rabbitsa,CFSVA 2021: Was the provided Small livestock in response to the imp,Was the provided Small livestock (eg. chicken rabbitsâ€¦) in response to the imp
pooled:CFSVA_pooled_household.dta,2024,as11_07_3_smt_1,cfsva_government_smt_as11073smt,CFSVA 2024: Government,AS11_07_3/Government
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_smt_1_v2,cfsva_government_v2_as11073smt,CFSVA 2021: Government,Government
pooled:CFSVA_pooled_household.dta,2024,as11_07_3_smt_2,cfsva_wfp_smt_2_2024_as11073smt,CFSVA 2024: WFP,AS11_07_3/WFP
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_smt_2_v2,cfsva_wfp_v2_2021_as11073smt,CFSVA 2021: WFP,WFP
pooled:CFSVA_pooled_household.dta,"2021,2024",as11_07_3_smt_3,cfsva_other_un_as11073smt,CFSVA 2021-2024: Other UN agency,AS11_07_3/Other UN agency
pooled:CFSVA_pooled_household.dta,2024,as11_07_3_smt_4,cfsva_ngo_smt_4_2024_as11073smt,CFSVA 2024: NGO,AS11_07_3/NGO
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_smt_4_v2,cfsva_ngo_v2_2021_as11073smt,CFSVA 2021: NGO,NGO
pooled:CFSVA_pooled_household.dta,"2021,2024",as11_07_3_smt_5,cfsva_church_mosque_as11073smt,CFSVA 2021-2024: Church/Mosque,AS11_07_3/Church/Mosque
pooled:CFSVA_pooled_household.dta,2024,as11_07_3_smt_6,cfsva_community_smt_as11073smt,CFSVA 2024: Community,AS11_07_3/Community
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_smt_6_v2,cfsva_community_v2_as11073smt,CFSVA 2021: Community,Community
pooled:CFSVA_pooled_household.dta,"2021,2024",as11_07_3_smt_7,cfsva_relative_as11073smt,CFSVA 2021-2024: Relative(s) /Friend(s),AS11_07_3/Relative(s) /Friend(s)
pooled:CFSVA_pooled_household.dta,2024,as11_07_3_smt_8,cfsva_other_smt_8_as11073smt,CFSVA 2024: Other,AS11_07_3/Other
pooled:CFSVA_pooled_household.dta,2021,as11_07_3_smt_8_v2,cfsva_other_v2_2021_as11073smt,CFSVA 2021: Other,Other
pooled:CFSVA_pooled_household.dta,"2021,2024",as11_07_3_smt_88,cfsva_don_t_know_smt_as11073smt,CFSVA 2021-2024: Don't know,AS11_07_3/Don't know
pooled:CFSVA_pooled_household.dta,2024,as11_07_3_smt_9,cfsva_parent_as11073smt,CFSVA 2024: Parent contribution,AS11_07_3/Parent contribution
pooled:CFSVA_pooled_household.dta,2018,as12_04_3,cfsva_provided_food_school_2018,CFSVA 2018: Who provided Food for school children (eaten at school or take-home),Who provided Food for school children (eaten at school or take-home)
pooled:CFSVA_pooled_household.dta,2018,as12_07_3,cfsva_provided_access_as12073,CFSVA 2018: Provided Access to credit/loans for agricultural/livestock related,Who provided Access to credit/loans for agricultural/livestock related activitie
pooled:CFSVA_pooled_household.dta,2015,as1_01_4,cfsva_males_months_2015,CFSVA 2015: Males Under 6 months,Males Under 6 months
pooled:CFSVA_pooled_household.dta,2015,as1_01_4_2,cfsva_females_months_2,CFSVA 2015: Females Under 6 months,Females Under 6 months
pooled:CFSVA_pooled_household.dta,"2018,2021,2024",as4_06,cfsva_cattle_household_rearing,CFSVA 2018-2024: How many Cattle is your household currently rearing?,AS4_06 How many Cattle is your household currently rearing?
pooled:CFSVA_pooled_household.dta,"2018,2021,2024",as4_06_3,cfsva_cattle_hh_manage_others,CFSVA 2018-2024: Of these number cattle does your household manage for others,AS4_06_3 How many of these [number] cattle does your household manage for others
pooled:CFSVA_pooled_household.dta,"2018,2021,2024",as5_02,cfsva_hh_grow_commodity_2024a_02,CFSVA 2018-2024: Grow commodity name during the season of 2024A,AS5_02 Did your household grow [commodity name] during the season of 2024A?
pooled:CFSVA_pooled_household.dta,"2021,2024",as5_03,cfsva_acquire_seeds_03_2021_2024,CFSVA 2021-2024: How did you acquire seeds for commodity name ?,AS5_03 How did you acquire seeds for [commodity name]?
pooled:CFSVA_pooled_household.dta,2018,as5_03_v2,cfsva_acquire_seeds_v2_2018,CFSVA 2018: How did you acquire seeds for commodity name ?,How did you acquire seeds for  [commodity name]?
pooled:CFSVA_pooled_household.dta,2021,as5_03_2,cfsva_mode_seeds_acquisition_2,CFSVA 2021: Please specify what other mode of seeds acquisition are,Please specify what other mode of seeds acquisition are
pooled:CFSVA_pooled_household.dta,"2018,2021,2024",as5_04,cfsva_expected_harvest_04,CFSVA 2018-2024: Or will be the expected harvest for commodity name during seas,AS5_04 What was or will be the expected harvest for [commodity name] during seas
pooled:CFSVA_pooled_household.dta,"2018,2021",as5_04_2,cfsva_prod_crop_plan_2_2018_2021,CFSVA 2018-2021: % of your production for this crop did you or plan to directly,What % of your production for this crop did you or plan to directly consume in y
pooled:CFSVA_pooled_household.dta,2024,as5_04_2_v2,cfsva_qty_prod_crop_plan_v2_2024,CFSVA 2024: Quantity of your production for this crop did you or plan to direc,AS5_04_2 What quantity of your production for this crop did you or plan to direc
pooled:CFSVA_pooled_household.dta,"2018,2021,2024",as5_04_2_2,cfsva_long_stock_commodity_2,"CFSVA 2018-2024: How long, did or will the stock for this commodity name kept","AS5_04_2_2 How long, did or will the stock for this [commodity name] kept for ho"
